mock230-selftest-evidence-v1
wire	osrs239
003805	PASS	Nex common category 4 drops waterrune
003806	PASS	Nex common category 4 scales to 10, got 10
003807	PASS	Nex common category 4 is private to the contributor
003808	PASS	Nex common category 5 executes
003809	PASS	Nex common object soulrune resolves
003810	PASS	Nex common category 5 drops soulrune
003811	PASS	Nex common category 5 scales to 10, got 10
003812	PASS	Nex common category 5 is private to the contributor
003813	PASS	Nex common category 6 executes
003814	PASS	Nex common object dragon_bolts_unfeathered resolves
003815	PASS	Nex common category 6 drops dragon_bolts_unfeathered
003816	PASS	Nex common category 6 scales to 10, got 10
003817	PASS	Nex common category 6 is private to the contributor
003818	PASS	Nex common category 7 executes
003819	PASS	Nex common object xbows_crossbow_bolts_runite_tipped_onyx_enchanted resolves
003820	PASS	Nex common category 7 drops xbows_crossbow_bolts_runite_tipped_onyx_enchanted
003821	PASS	Nex common category 7 scales to 10, got 10
003822	PASS	Nex common category 7 is private to the contributor
003823	PASS	Nex common category 8 executes
003824	PASS	Nex common object mcannonball resolves
003825	PASS	Nex common category 8 drops mcannonball
003826	PASS	Nex common category 8 scales to 10, got 10
003827	PASS	Nex common category 8 is private to the contributor
003828	PASS	Nex common category 9 executes
003829	PASS	Nex common object cert_air_orb resolves
003830	PASS	Nex common category 9 drops cert_air_orb
003831	PASS	Nex common category 9 scales to 10, got 10
003832	PASS	Nex common category 9 is private to the contributor
003833	PASS	Nex common category 10 executes
003834	PASS	Nex common object cert_coal resolves
003835	PASS	Nex common category 10 drops cert_coal
003836	PASS	Nex common category 10 scales to 10, got 10
003837	PASS	Nex common category 10 is private to the contributor
003838	PASS	Nex common category 11 executes
003839	PASS	Nex common object cert_runite_ore resolves
003840	PASS	Nex common category 11 drops cert_runite_ore
003841	PASS	Nex common category 11 scales to 10, got 10
003842	PASS	Nex common category 11 is private to the contributor
003843	PASS	Nex common category 12 executes
003844	PASS	Nex common object cert_uncut_ruby resolves
003845	PASS	Nex common category 12 drops cert_uncut_ruby
003846	PASS	Nex common category 12 scales to 10, got 10
003847	PASS	Nex common category 12 is private to the contributor
003848	PASS	Nex common category 13 executes
003849	PASS	Nex common object cert_uncut_diamond resolves
003850	PASS	Nex common category 13 drops cert_uncut_diamond
003851	PASS	Nex common category 13 scales to 10, got 10
003852	PASS	Nex common category 13 is private to the contributor
003853	PASS	Nex common category 14 executes
003854	PASS	Nex common object cert_wine_of_zamorak resolves
003855	PASS	Nex common category 14 drops cert_wine_of_zamorak
003856	PASS	Nex common category 14 scales to 10, got 10
003857	PASS	Nex common category 14 is private to the contributor
003858	PASS	Nex common category 15 executes
003859	PASS	Nex common object shark resolves
003860	PASS	Nex common category 15 drops shark
003861	PASS	Nex common category 15 scales to 10, got 10
003862	PASS	Nex common category 15 is private to the contributor
003863	PASS	Nex common category 15 includes paired 4doseprayerrestore x3
003864	PASS	Nex common category 16 executes
003865	PASS	Nex common object 4dosepotionofsaradomin resolves
003866	PASS	Nex common category 16 drops 4dosepotionofsaradomin
003867	PASS	Nex common category 16 scales to 10, got 10
003868	PASS	Nex common category 16 is private to the contributor
003869	PASS	Nex common category 16 includes paired 4dose2restore x3
003870	PASS	Nex common category 17 executes
003871	PASS	Nex common object coins resolves
003872	PASS	Nex common category 17 drops coins
003873	PASS	Nex common category 17 scales to 10, got 10
003874	PASS	Nex common category 17 is private to the contributor
003875	PASS	Nex common category 18 executes
003876	PASS	Nex common object ecumenical_key_shard resolves
003877	PASS	Nex common category 18 drops ecumenical_key_shard
003878	PASS	Nex common category 18 scales to 10, got 10
003879	PASS	Nex common category 18 is private to the contributor
003880	PASS	Nex Ironman/full-inventory fixture resolves
003881	PASS	Nex account mode 0 awards with a full inventory
003882	PASS	Nex account mode 0 keeps full-inventory loot owner-private on the floor
003883	PASS	Nex account mode 1 awards with a full inventory
003884	PASS	Nex account mode 1 keeps full-inventory loot owner-private on the floor
003885	PASS	Nex account mode 2 awards with a full inventory
003886	PASS	Nex account mode 2 keeps full-inventory loot owner-private on the floor
003887	PASS	Nex account mode 3 awards with a full inventory
003888	PASS	Nex account mode 3 keeps full-inventory loot owner-private on the floor
003889	PASS	Nex account mode 4 awards with a full inventory
003890	PASS	Nex account mode 4 keeps full-inventory loot owner-private on the floor
003891	PASS	Nex account mode 5 awards with a full inventory
003892	PASS	Nex account mode 5 keeps full-inventory loot owner-private on the floor
003893	PASS	Nex account mode 6 awards with a full inventory
003894	PASS	Nex account mode 6 keeps full-inventory loot owner-private on the floor
003895	PASS	Nex account mode 7 awards with a full inventory
003896	PASS	Nex account mode 7 keeps full-inventory loot owner-private on the floor
003897	PASS	Nex unique roll 0 executes
003898	PASS	Nex unique roll 0 privately drops godwars_godsword_hilt_ancient
003899	PASS	Nex unique roll 1 executes
003900	PASS	Nex unique roll 1 privately drops nihil_horn
003901	PASS	Nex unique roll 3 executes
003902	PASS	Nex unique roll 3 privately drops broken_torva_helm
003903	PASS	Nex unique roll 5 executes
003904	PASS	Nex unique roll 5 privately drops broken_torva_chest
003905	PASS	Nex unique roll 7 executes
003906	PASS	Nex unique roll 7 privately drops broken_torva_legs
003907	PASS	Nex unique roll 9 executes
003908	PASS	Nex unique roll 9 privately drops zaryte_vambraces
003909	PASS	Nex personal-loot award code 0 executes
003910	PASS	Nex personal-loot code 0 independently awards unique/pet/clue (0/0/0)
003911	PASS	Nex personal-loot award code 1 executes
003912	PASS	Nex personal-loot code 1 independently awards unique/pet/clue (1/0/0)
003913	PASS	Nex personal-loot award code 2 executes
003914	PASS	Nex personal-loot code 2 independently awards unique/pet/clue (0/1/0)
003915	PASS	Nex personal-loot award code 3 executes
003916	PASS	Nex personal-loot code 3 independently awards unique/pet/clue (1/1/0)
003917	PASS	Nex personal-loot award code 4 executes
003918	PASS	Nex personal-loot code 4 independently awards unique/pet/clue (0/0/1)
003919	PASS	Nex personal-loot award code 5 executes
003920	PASS	Nex personal-loot code 5 independently awards unique/pet/clue (1/0/1)
003921	PASS	Nex personal-loot award code 6 executes
003922	PASS	Nex personal-loot code 6 independently awards unique/pet/clue (0/1/1)
003923	PASS	Nex personal-loot award code 7 executes
003924	PASS	Nex personal-loot code 7 independently awards unique/pet/clue (1/1/1)
003925	PASS	a second Nex contributor joins the private-loot test
003926	PASS	the first Nex contributor receives a forced unique
003927	PASS	the second Nex contributor receives a forced unique
003928	PASS	two Nex contributors retain simultaneous private unique awards (1/1)
003929	PASS	private GWD ownership varps resolve (5925/6637)
003930	PASS	private GWD faction 1 allocates its production square
003931	PASS	private GWD faction 1 records its creating player
003932	PASS	private GWD faction 1 exposes translated bounds
003933	PASS	private GWD faction 1 spawns its encounter roster
003934	PASS	private GWD faction 1 has exactly 4 actors at the authored translated tiles (got 4)
003935	PASS	private GWD faction 1 executes duplicate-safe respawn
003936	PASS	private GWD faction 1 suppresses duplicate boss replacement (got 1)
003937	PASS	private GWD faction 1 creates an owned floor drop
003938	PASS	private GWD faction 1 departure lifecycle executes
003939	PASS	private GWD faction 1 departure releases owner, reservation, and actors
003940	PASS	private GWD faction 1 departure purges floor loot
003941	PASS	private GWD faction 1 reallocates for logout
003942	PASS	private GWD faction 1 runs the global logout hook
003943	PASS	private GWD faction 1 logout moves to its safe tile and releases all owned state
003944	PASS	private GWD faction 1 reallocates for death
003945	PASS	private GWD faction 1 redirects its grave to the safe tile
003946	PASS	private GWD faction 1 death retains its handle through the corpse
003947	PASS	private GWD faction 1 corpse stage holds only the reservation
003948	PASS	private GWD faction 1 finishes death teardown
003949	PASS	private GWD faction 1 post-corpse stage releases the reservation
003950	PASS	private GWD faction 2 allocates its production square
003951	PASS	private GWD faction 2 records its creating player
003952	PASS	private GWD faction 2 exposes translated bounds
003953	PASS	private GWD faction 2 spawns its encounter roster
003954	PASS	private GWD faction 2 has exactly 4 actors at the authored translated tiles (got 4)
003955	PASS	private GWD faction 2 executes duplicate-safe respawn
003956	PASS	private GWD faction 2 suppresses duplicate boss replacement (got 1)
003957	PASS	private GWD faction 2 creates an owned floor drop
003958	PASS	private GWD faction 2 departure lifecycle executes
003959	PASS	private GWD faction 2 departure releases owner, reservation, and actors
003960	PASS	private GWD faction 2 departure purges floor loot
003961	PASS	private GWD faction 2 reallocates for logout
003962	PASS	private GWD faction 2 runs the global logout hook
003963	PASS	private GWD faction 2 logout moves to its safe tile and releases all owned state
003964	PASS	private GWD faction 2 reallocates for death
003965	PASS	private GWD faction 2 redirects its grave to the safe tile
003966	PASS	private GWD faction 2 death retains its handle through the corpse
003967	PASS	private GWD faction 2 corpse stage holds only the reservation
003968	PASS	private GWD faction 2 finishes death teardown
003969	PASS	private GWD faction 2 post-corpse stage releases the reservation
003970	PASS	private GWD faction 3 allocates its production square
003971	PASS	private GWD faction 3 records its creating player
003972	PASS	private GWD faction 3 exposes translated bounds
003973	PASS	private GWD faction 3 spawns its encounter roster
003974	PASS	private GWD faction 3 has exactly 4 actors at the authored translated tiles (got 4)
003975	PASS	private GWD faction 3 executes duplicate-safe respawn
003976	PASS	private GWD faction 3 suppresses duplicate boss replacement (got 1)
003977	PASS	private GWD faction 3 creates an owned floor drop
003978	PASS	private GWD faction 3 departure lifecycle executes
003979	PASS	private GWD faction 3 departure releases owner, reservation, and actors
003980	PASS	private GWD faction 3 departure purges floor loot
003981	PASS	private GWD faction 3 reallocates for logout
003982	PASS	private GWD faction 3 runs the global logout hook
003983	PASS	private GWD faction 3 logout moves to its safe tile and releases all owned state
003984	PASS	private GWD faction 3 reallocates for death
003985	PASS	private GWD faction 3 redirects its grave to the safe tile
003986	PASS	private GWD faction 3 death retains its handle through the corpse
003987	PASS	private GWD faction 3 corpse stage holds only the reservation
003988	PASS	private GWD faction 3 finishes death teardown
003989	PASS	private GWD faction 3 post-corpse stage releases the reservation
003990	PASS	private GWD faction 4 allocates its production square
003991	PASS	private GWD faction 4 records its creating player
003992	PASS	private GWD faction 4 exposes translated bounds
003993	PASS	private GWD faction 4 spawns its encounter roster
003994	PASS	private GWD faction 4 has exactly 4 actors at the authored translated tiles (got 4)
003995	PASS	private GWD faction 4 executes duplicate-safe respawn
003996	PASS	private GWD faction 4 suppresses duplicate boss replacement (got 1)
003997	PASS	private GWD faction 4 creates an owned floor drop
003998	PASS	private GWD faction 4 departure lifecycle executes
003999	PASS	private GWD faction 4 departure releases owner, reservation, and actors
004000	PASS	private GWD faction 4 departure purges floor loot
004001	PASS	private GWD faction 4 reallocates for logout
004002	PASS	private GWD faction 4 runs the global logout hook
004003	PASS	private GWD faction 4 logout moves to its safe tile and releases all owned state
004004	PASS	private GWD faction 4 reallocates for death
004005	PASS	private GWD faction 4 redirects its grave to the safe tile
004006	PASS	private GWD faction 4 death retains its handle through the corpse
004007	PASS	private GWD faction 4 corpse stage holds only the reservation
004008	PASS	private GWD faction 4 finishes death teardown
004009	PASS	private GWD faction 4 post-corpse stage releases the reservation
004010	PASS	private GWD faction 5 allocates its production square
004011	PASS	private GWD faction 5 records its creating player
004012	PASS	private GWD faction 5 exposes translated bounds
004013	PASS	private GWD faction 5 spawns its encounter roster
004014	PASS	private GWD faction 5 has exactly 5 actors at the authored translated tiles (got 5)
004015	PASS	private Nex executes its whole-roster reset
004016	PASS	private Nex reset restores exactly five actors, got 5
004017	PASS	private GWD faction 5 creates an owned floor drop
004018	PASS	private GWD faction 5 departure lifecycle executes
004019	PASS	private GWD faction 5 departure releases owner, reservation, and actors
004020	PASS	private GWD faction 5 departure purges floor loot
004021	PASS	private GWD faction 5 reallocates for logout
004022	PASS	private GWD faction 5 runs the global logout hook
004023	PASS	private GWD faction 5 logout moves to its safe tile and releases all owned state
004024	PASS	private GWD faction 5 reallocates for death
004025	PASS	private GWD faction 5 redirects its grave to the safe tile
004026	PASS	private GWD faction 5 death retains its handle through the corpse
004027	PASS	private GWD faction 5 corpse stage holds only the reservation
004028	PASS	private GWD faction 5 finishes death teardown
004029	PASS	private GWD faction 5 post-corpse stage releases the reservation
004030	PASS	Nex friend-instance fixture resolves
004031	PASS	Nex host allocates a private room for friend joining
004032	PASS	Nex friend join parks on the real name dialog
004033	PASS	one-way friendship cannot join or consume essence
004034	PASS	online mutual friend completes the name-dialog join
004035	PASS	guest without Hard CAs spends 40 essence and joins the host-owned room
004036	PASS	guest exit preserves the host and reservation
004037	PASS	guest can rejoin the still-live host room
004038	PASS	owner release ejects the guest and frees the room
004039	PASS	private Nex room admits player 20 and rejects player 21
004040	PASS	simultaneous Nex friend groups resolve four players
004041	PASS	two Nex creators own distinct simultaneous rooms
004042	PASS	first guest joins only the first creator room
004043	PASS	second guest joins only the second creator room
004044	PASS	closing group one leaves group two intact
004045	PASS	closing group two releases its remaining state
004046	PASS	Nex owner-loss soak fixture resolves
004047	PASS	Nex owner-loss soak completes 128 release/logout/death cycles without reservation or guest-state leakage (completed 128, failed cycle -1)
004048	PASS	parallel Nex-instance isolation fixture resolves
004049	PASS	two distinct Nex instance reservations coexist
004050	PASS	each parallel Nex instance has its own actor
